departamento,año,codigo_establecimiento,codigo_departamento,codigo_distrito,distrito,codigo_zona,zona,codigo_barrio_localidad,localidad,codigo_institucion,institucion,sector,anho_cod_geo,primer_grado_hombre,primer_grado_mujer,segundo_grado_hombre,segundo_grado_mujer,tercer_grado_hombre,tercer_grado_mujer,cuarto_grado_hombre,cuarto_grado_mujer,quinto_grado_hombre,quinto_grado_mujer,sexto_grado_hombre,sexto_grado_mujer,septimo_grado_hombre,septimo_grado_mujer,octavo_grado_hombre,octavo_grado_mujer,noveno_grado_hombre,noveno_grado_mujer,total_matriculados_hombre,total_matriculados_mujer
Presidente Hayes,2020,1502035,15,2,Benjamín Aceval,1,Urbana,8863,URBANO BENJAMIN ACEVAL,16940,ESCUELA BÁSICA N° 8004 VIRGEN DEL CARMEN,Privado,,6,8,2,5,6,6,5,6,4,3,1,0,1,0,4,5,0,2,29,35
Presidente Hayes,2020,1502010,15,2,Benjamín Aceval,2,Rural,8862,ZONA CERRITO,9865,ESCUELA BÁSICA N° 5820 SAN FRANCISCO DE ASÍS,Oficial,,1,1,3,0,2,4,5,2,4,1,5,3,5,5,7,3,1,6,33,25
Presidente Hayes,2020,1502033,15,2,Benjamín Aceval,2,Rural,8862,ZONA CERRITO,16713,ESCUELA BÁSICA N° 7876 PADRE DOMINGO MASI,Privado Subvencionado,,7,13,10,10,7,9,11,5,12,7,6,13,8,8,7,5,0,0,68,70
Presidente Hayes,2020,1504041,15,2,Benjamín Aceval,2,Rural,8859,ZONA KM 134,9945,ESCUELA BÁSICA N° 2942 SAN ANTONIO,Privado,,0,0,1,0,1,2,0,0,0,2,1,0,0,0,0,0,0,0,3,4
Presidente Hayes,2020,1504040,15,2,Benjamín Aceval,2,Rural,8859,ZONA KM 134,9944,ESCUELA BÁSICA N° 5862 SAMU'U,Oficial,,4,2,3,3,4,3,3,2,5,1,5,4,4,4,5,10,1,4,34,33
Presidente Hayes,2020,1504042,15,2,Benjamín Aceval,2,Rural,8864,ZONA MOISES GALEANO,10009,COLEGIO PRIVADO SUBVENCIONADO MONSEÑOR PEDRO SHAW,Privado Subvencionado,,0,0,0,0,0,0,0,0,0,0,0,0,8,15,16,13,15,14,39,42
Presidente Hayes,2020,1504042,15,2,Benjamín Aceval,2,Rural,8864,ZONA MOISES GALEANO,9946,ESCUELA BÁSICA N° 1151 MARÍA MEDIANERA DE TODAS LAS GRACIAS,Privado Subvencionado,,15,9,15,14,13,14,16,20,19,15,17,14,0,0,0,0,0,0,95,86
Presidente Hayes,2020,1504044,15,2,Benjamín Aceval,2,Rural,8867,ZONA MONTE LINDO,9948,ESCUELA BÁSICA N° 13367 SAN ANTONIO,Oficial,,4,1,1,2,4,2,0,3,3,6,1,5,0,0,0,0,0,0,13,19
Presidente Hayes,2020,1501101,15,2,Benjamín Aceval,2,Rural,8867,ZONA MONTE LINDO,10471,ESCUELA BÁSICA N° 4765,Oficial,,5,2,1,4,2,2,1,2,3,4,4,0,4,4,0,2,2,4,22,24
Presidente Hayes,2020,1501058,15,2,Benjamín Aceval,2,Rural,8867,ZONA MONTE LINDO,9814,ESCUELA BÁSICA N° 5821,Oficial,,0,3,1,3,0,0,3,3,0,4,0,1,5,6,2,1,4,2,15,23
Presidente Hayes,2020,1504028,15,2,Benjamín Aceval,2,Rural,8867,ZONA MONTE LINDO,9932,ESCUELA BÁSICA N° 5857 SAN MIGUEL ARCANGEL,Oficial,,1,2,2,1,3,0,1,0,0,3,0,0,0,0,0,0,0,0,7,6
Presidente Hayes,2020,1504027,15,2,Benjamín Aceval,2,Rural,8867,ZONA MONTE LINDO,9931,ESCUELA BÁSICA N° 763 DOCTOR GASPAR RODRÍGUEZ DE FRANCIA,Oficial,,3,4,0,1,0,0,0,2,1,2,1,1,0,1,1,0,0,5,6,16
Presidente Hayes,2020,1504043,15,2,Benjamín Aceval,2,Rural,8858,ZONA RIO NEGRO,9947,ESCUELA BÁSICA N° 5863 RÍO NEGRO,Oficial,,2,1,1,0,0,0,2,2,0,1,6,1,0,0,0,0,0,0,11,5
Presidente Hayes,2020,1504029,15,9,General Bruguez,2,Rural,9210,CADETE PANDO SUB-URBANO,9933,ESCUELA BÁSICA N° 749 CADETE PASTOR PANDO,Oficial,,3,4,2,2,2,3,4,1,3,3,2,3,3,4,9,2,5,2,33,24
Presidente Hayes,2020,1504026,15,9,General Bruguez,1,Urbana,9209,CENTRO,9930,ESCUELA BÁSICA N° 483 GENERAL JOSÉ MARÍA BRUGUEZ,Oficial,,7,6,7,4,7,8,7,3,1,5,3,5,8,6,5,5,5,4,50,46
Presidente Hayes,2020,1504030,15,9,General Bruguez,2,Rural,9211,ZONA CADETE PANDO,9934,ESCUELA BÁSICA N° 5858 FULGENCIO YEGROS,Oficial,,2,0,1,2,2,2,2,2,1,1,1,1,3,0,1,1,1,0,14,9
Presidente Hayes,2020,1504057,15,9,General Bruguez,2,Rural,9212,ZONA ESTERO GUAZU,9961,ESCUELA BÁSICA N° 5856 ESTERO GUAZÚ,Oficial,,1,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,3
Presidente Hayes,2020,1504050,15,9,General Bruguez,2,Rural,9208,ZONA TRIANGULO,9954,ESCUELA BÁSICA N° 626 GENERAL  ANDRÉS RODRÍGUEZ,Oficial,,1,1,0,0,2,0,0,1,0,0,0,1,2,2,0,0,0,0,5,5
Presidente Hayes,2020,1506002,15,6,José Falcón,2,Rural,8879,KARANDA'YTY,9916,ESCUELA BÁSICA N° 1568 KARANDA'YTY,Oficial,,1,2,1,1,1,1,1,0,2,0,0,0,0,0,0,0,0,0,6,4
Presidente Hayes,2020,1506009,15,6,José Falcón,2,Rural,8877,LAS MERCEDES,9974,ESCUELA BÁSICA N° 3845 HÉROES DEL CHACO,Oficial,,1,2,1,1,1,1,0,2,3,0,1,1,0,0,0,0,0,0,7,7
Presidente Hayes,2020,1506001,15,6,José Falcón,2,Rural,8874,SAN FRANCISCO SUB-URBANO,9914,ESCUELA BÁSICA N° 182 ANTOLIANO GARCETE,Oficial,,15,8,13,12,16,10,10,7,13,13,12,10,19,13,15,12,8,11,121,96
Presidente Hayes,2020,1506003,15,6,José Falcón,2,Rural,8876,SAN RAMON,9917,ESCUELA BÁSICA N° 5855 TENIENTE PRIMERO ADOLFO ROJAS SILVA,Oficial,,4,1,1,1,2,3,2,4,2,0,0,2,0,0,0,0,0,0,11,11
Presidente Hayes,2020,1506004,15,6,José Falcón,1,Urbana,8875,SANTA ROSA,9926,ESCUELA BÁSICA N° 452 HAYDÉE LÓPEZ DE FILIPPI,Oficial,,16,9,18,10,10,16,16,10,18,10,9,7,7,7,5,10,4,10,103,89
Presidente Hayes,2020,1506007,15,6,José Falcón,2,Rural,8878,ZONA DE ESPARTILLO - COLONIA 12 DE JUNIO,9929,ESCUELA BÁSICA N° 765 CADETE ÁNGEL OSCAR OTAZÚ,Oficial,,0,1,0,0,3,2,2,1,3,1,0,1,2,1,0,0,0,0,10,7
Presidente Hayes,2020,1506006,15,6,José Falcón,2,Rural,8880,ZONA DE NINFA - SUB-URBANO,9928,ESCUELA BÁSICA N° 750 CABO 1° LIBORIO TALAVERA,Oficial,,3,2,5,6,4,5,1,2,6,5,2,4,4,3,0,6,5,3,30,36
Presidente Hayes,2020,1505004,15,5,Nanawa,1,Urbana,8885,CENTRAL,10019,ESCUELA BÁSICA N° 1147 SANTA TERESITA DEL NIÑO JESÚS,Privado Subvencionado,,10,11,14,13,17,11,17,12,6,7,10,9,14,14,13,13,10,16,111,106
Presidente Hayes,2020,1505002,15,5,Nanawa,1,Urbana,8884,INDEPENDIENTE,10017,ESCUELA BÁSICA N° 247 CAPITÁN DE NAVÍO PEDRO IGNACIO MEZA,Oficial,,5,6,2,4,4,6,4,5,1,7,4,3,15,8,5,11,13,3,53,53
Presidente Hayes,2020,1506008,15,5,Nanawa,1,Urbana,8882,ORIENTAL,10020,ESCUELA BÁSICA N° 4029 SANTA ROSA DE LIMA,Oficial,,1,1,4,1,0,1,0,0,1,3,2,2,0,0,0,0,0,0,8,8
Presidente Hayes,2020,1505001,15,5,Nanawa,1,Urbana,8881,SAN MIGUEL,10016,ESCUELA BÁSICA N° 332 SILVESTRE MARTÍNEZ,Oficial,,7,1,4,8,13,3,5,3,5,5,4,5,9,8,5,4,5,5,57,42
Presidente Hayes,2020,1505003,15,5,Nanawa,1,Urbana,8883,VIRGEN DEL ROSARIO,10018,ESCUELA BÁSICA N° 3745 VIRGEN DEL ROSARIO,Oficial,,4,5,1,3,8,3,2,4,2,4,3,1,0,0,0,0,0,0,20,20
Presidente Hayes,2020,1501061,15,1,Pozo Colorado,2,Rural,0,LOCALIDAD A CONFIRMAR,9817,ESCUELA BÁSICA N° 12425,Oficial,,8,3,9,5,7,9,9,3,3,2,0,1,0,0,0,0,0,0,36,23
Presidente Hayes,2020,1501083,15,1,Pozo Colorado,2,Rural,0,LOCALIDAD A CONFIRMAR,9841,ESCUELA BÁSICA N° 14949,Oficial,,7,1,4,4,2,5,2,2,4,2,3,2,0,4,0,0,0,0,22,20
Presidente Hayes,2020,1501121,15,1,Pozo Colorado,2,Rural,0,LOCALIDAD A CONFIRMAR,13747,ESCUELA BÁSICA N° 7307 MONTE ALTO,Oficial,,3,2,4,5,4,4,5,2,1,3,0,0,0,0,0,0,0,0,17,16
Presidente Hayes,2020,1501140,15,1,Pozo Colorado,2,Rural,0,LOCALIDAD A CONFIRMAR,16599,ESCUELA BÁSICA N° 7793 KURUPAYTY,Oficial,,0,1,4,2,4,4,0,0,1,1,0,0,0,0,0,0,0,0,9,8
Presidente Hayes,2020,1501141,15,1,Pozo Colorado,2,Rural,0,LOCALIDAD A CONFIRMAR,16622,ESCUELA BÁSICA N° 7812 TEMPELA,Oficial,,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,3
Presidente Hayes,2020,1501065,15,1,Pozo Colorado,2,Rural,8886,SUB URBANO IRALA FERNANDEZ,9821,ESCUELA BÁSICA N° 13467,Oficial,,5,1,1,3,3,5,4,3,3,2,0,0,0,0,0,0,0,0,16,14
Presidente Hayes,2020,1501117,15,1,Pozo Colorado,2,Rural,8886,SUB URBANO IRALA FERNANDEZ,11607,ESCUELA BÁSICA N° 7032 25 LEGUAS,Oficial,,5,3,1,1,4,6,1,2,2,2,2,1,0,0,0,0,0,0,15,15
Presidente Hayes,2020,1501095,15,1,Pozo Colorado,1,Urbana,8887,ZONA URBANA,9852,ESCUELA BÁSICA N° 15438,Oficial,,6,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10
Presidente Hayes,2020,1501100,15,1,Pozo Colorado,1,Urbana,8887,ZONA URBANA,10470,ESCUELA BÁSICA N° 6251,Oficial,,0,0,1,0,2,2,2,0,3,6,0,0,0,0,0,0,0,0,8,8
Presidente Hayes,2020,1501137,15,1,Pozo Colorado,2,Rural,8887,ZONA URBANA,16470,ESCUELA BÁSICA N° 7700 KM. 16,Oficial,,2,5,3,2,4,3,4,5,3,1,1,0,1,5,1,2,1,6,20,29
Presidente Hayes,2020,1503011,15,3,Puerto Pinasco,2,Rural,9287,COLONIA CEIBO SUB URBANO,9894,COLEGIO NACIONAL CEIBO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,6,4,9,12,4,4,19,20
Presidente Hayes,2020,1503012,15,3,Puerto Pinasco,2,Rural,9287,COLONIA CEIBO SUB URBANO,9893,ESCUELA BÁSICA N° 369 MARISCAL FRANCISCO SOLANO LÓPEZ,Oficial,,12,13,9,7,7,13,13,6,8,3,6,6,0,0,0,0,0,0,55,48
Presidente Hayes,2020,1501138,15,3,Puerto Pinasco,2,Rural,9289,COM INDIG EX CORA' I - KENATEN,16502,ESCUELA BÁSICA N° 7735,Oficial,,2,3,1,2,6,3,0,2,2,2,1,1,0,0,0,0,0,0,12,13
Presidente Hayes,2020,1501082,15,3,Puerto Pinasco,2,Rural,9301,COM INDIG EX CORA'I - NEPOXEN,9840,ESCUELA BÁSICA N° 15099,Oficial,,4,4,4,4,5,9,4,4,7,5,0,1,0,0,0,0,0,0,24,27
Presidente Hayes,2020,1501092,15,3,Puerto Pinasco,2,Rural,9290,COM INDIG EX CORA'I - SARIA,9849,ESCUELA BÁSICA N° 4709 PARCIALIDAD ANGAITE,Oficial,,6,4,6,5,4,4,4,0,4,2,1,3,0,0,0,0,0,0,25,18
Presidente Hayes,2020,1501139,15,3,Puerto Pinasco,2,Rural,9295,COM INDIG EX-CORAI - TAJAMAR KAVAJU,16596,ESCUELA BÁSICA N° 7790 4 DE ABRIL,Oficial,,1,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,2,5
Presidente Hayes,2020,1501105,15,3,Puerto Pinasco,2,Rural,9280,COM INDIG LA PALMERA,15246,ESCUELA BÁSICA N° 6252,Oficial,,4,2,3,1,3,3,5,1,2,3,3,0,0,0,0,0,0,0,20,10
Presidente Hayes,2020,1503024,15,3,Puerto Pinasco,2,Rural,9299,COM INDIG LA PATRIA - CARPINCHO,11249,ESCUELA BÁSICA N° 7028 FRANCISCO GUERRERO,Oficial,,2,1,0,1,3,3,1,3,0,4,2,0,0,0,0,0,0,0,8,12
Presidente Hayes,2020,1503023,15,3,Puerto Pinasco,2,Rural,9284,COM INDIG LA PATRIA - COLONIA 24,15248,ESCUELA BÁSICA N° 7027 NIÑO JESÚS,Oficial,,4,1,3,4,2,3,5,1,2,2,1,1,0,0,0,0,0,0,17,12
Presidente Hayes,2020,1501112,15,3,Puerto Pinasco,2,Rural,9285,COM INDIG LA PATRIA - KAROA´I,9902,ESCUELA BÁSICA N° 14947,Oficial,,6,1,2,4,5,2,7,3,2,0,1,3,0,0,0,0,0,0,23,13
Presidente Hayes,2020,1503025,15,3,Puerto Pinasco,2,Rural,9296,COM INDIG LA PATRIA - LA LEONA,10469,ESCUELA BÁSICA N° 5958 ALEGRÍA,Oficial,,2,4,1,3,3,3,2,0,5,1,1,1,0,0,0,0,0,0,14,12
Presidente Hayes,2020,1503004,15,3,Puerto Pinasco,2,Rural,9294,COM INDIG LA PATRIA - LA PACIENCIA,9887,ESCUELA BÁSICA N° 14946,Oficial,,5,3,7,6,5,5,3,4,0,0,0,0,0,0,0,0,0,0,20,18
Presidente Hayes,2020,1503032,15,3,Puerto Pinasco,2,Rural,9288,COM INDIG LA PATRIA - LAGUNA TEJA,16501,ESCUELA BÁSICA N° 7734 SAN PEDRO,Oficial,,0,0,1,0,3,1,0,1,1,2,0,2,0,0,0,0,0,0,5,6
Presidente Hayes,2020,1503014,15,3,Puerto Pinasco,2,Rural,9303,COM INDIG LA PATRIA - LAS FLORES,9897,ESCUELA BÁSICA N° 14704,Oficial,,2,3,12,9,6,5,9,4,1,3,4,2,0,0,0,0,0,0,34,26
Presidente Hayes,2020,1501113,15,3,Puerto Pinasco,2,Rural,51807,COM INDIG RIACHO SAN CARLOS - HUGUA CHINI,11250,ESCUELA BÁSICA N° 5959 MASXKA YEWA,Oficial,,4,8,12,3,6,5,5,5,3,11,4,4,0,0,0,0,0,0,34,36
Presidente Hayes,2020,1503035,15,3,Puerto Pinasco,2,Rural,9282,COM INDIG RIACHO SAN CARLOS - SAN CARLOS,16600,ESCUELA BÁSICA N° 7794 ÑAMAK ALAXH ACTEX,Oficial,,3,0,1,2,3,3,0,1,0,0,0,0,0,0,0,0,0,0,7,6
Presidente Hayes,2020,1501063,15,3,Puerto Pinasco,2,Rural,9286,COM INDIG XAKMOK KASEK (25 DE FEBRERO),9819,ESCUELA BÁSICA N° 11531 DORA KENT DE EATON,Oficial,,1,2,1,2,1,3,2,1,2,1,0,0,0,0,0,0,0,0,7,9
Presidente Hayes,2020,1503027,15,3,Puerto Pinasco,2,Rural,0,LOCALIDAD A CONFIRMAR,12103,ESCUELA BÁSICA N° 7030 BUENA VISTA,Oficial,,3,4,2,8,1,6,0,2,0,0,0,0,0,0,0,0,0,0,6,20
Presidente Hayes,2020,1503031,15,3,Puerto Pinasco,2,Rural,0,LOCALIDAD A CONFIRMAR,16500,ESCUELA BÁSICA N° 7733 JUANA BAUTISTA GÓMEZ,Oficial,,6,4,3,3,7,6,5,2,1,1,0,2,0,0,0,0,0,0,22,18
Presidente Hayes,2020,1503034,15,3,Puerto Pinasco,2,Rural,0,LOCALIDAD A CONFIRMAR,16598,ESCUELA BÁSICA N° 7792 MONTE KUE,Oficial,,5,3,2,1,0,2,2,1,0,0,0,1,0,0,0,0,0,0,9,8
Presidente Hayes,2020,1501080,15,3,Puerto Pinasco,2,Rural,9297,NUEVA MESTRE SUB URBANO,9838,ESCUELA BÁSICA N° 3975 PADRE ROBERTO CHAPARRO,Privado Subvencionado,,2,0,2,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,6,5
Presidente Hayes,2020,1501004,15,3,Puerto Pinasco,2,Rural,9297,NUEVA MESTRE SUB URBANO,9760,ESCUELA BÁSICA N° 4389 PADRE CIRO MARTÍNEZ BLANCO,Oficial,,3,4,5,2,2,4,1,2,5,3,4,4,7,4,3,5,2,2,32,30
Presidente Hayes,2020,1501097,15,3,Puerto Pinasco,2,Rural,9297,NUEVA MESTRE SUB URBANO,9854,ESCUELA BÁSICA N° 5879 SARGENTO PRIMERO PAULINO OPORTO,Oficial,,1,0,6,2,2,1,0,2,0,1,1,0,0,0,0,0,0,0,10,6
Presidente Hayes,2020,1503002,15,3,Puerto Pinasco,1,Urbana,9298,URBANO,9885,COLEGIO NACIONAL PBRO. JUAN BAUTISTA CASSANELLO,Oficial,,0,0,0,0,0,0,0,0,0,0,0,0,18,13,19,8,3,8,40,29
Presidente Hayes,2020,1503001,15,3,Puerto Pinasco,1,Urbana,9298,URBANO,9884,ESCUELA BÁSICA N° 98 LEOPOLDINA BENÍTEZ DE CANELLAS,Oficial,,11,16,15,11,18,16,17,11,15,11,17,9,0,0,0,0,0,0,93,74
Presidente Hayes,2020,1503005,15,3,Puerto Pinasco,2,Rural,9300,ZONA CEIBO,9888,ESCUELA BÁSICA N° 1459 TUPASY RENDA,Oficial,,4,3,7,7,6,3,4,6,5,2,4,4,1,2,4,4,4,2,39,33
Presidente Hayes,2020,1503007,15,3,Puerto Pinasco,2,Rural,9292,ZONA PINASCO,9890,ESCUELA BÁSICA N° 1460 DON ADRIANO AYALA,Oficial,,0,2,1,2,5,1,1,1,3,0,2,4,4,1,4,1,1,3,21,15
Presidente Hayes,2020,1503008,15,3,Puerto Pinasco,2,Rural,9292,ZONA PINASCO,9891,ESCUELA BÁSICA N° 1985 DOMINGO SAVIO,Oficial,,1,0,0,3,1,2,0,4,2,1,1,0,2,1,0,1,0,3,7,15
Presidente Hayes,2020,1503006,15,3,Puerto Pinasco,2,Rural,9292,ZONA PINASCO,9889,ESCUELA BÁSICA N° 1986 JUAN DE DIOS VERÓN GALEANO,Oficial,,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,4,1
Presidente Hayes,2020,1503010,15,3,Puerto Pinasco,2,Rural,9292,ZONA PINASCO,9895,ESCUELA BÁSICA N° 2388 SAN CARLOS BORROMEO,Oficial,,4,0,2,2,2,5,4,1,2,3,3,0,0,3,5,2,4,3,26,19
Presidente Hayes,2020,1503028,15,3,Puerto Pinasco,2,Rural,9292,ZONA PINASCO,16232,ESCUELA BÁSICA N° 7584 GENTE RORY,Oficial,,1,1,2,1,1,4,1,0,1,3,2,2,0,0,0,0,0,0,8,11
Presidente Hayes,2020,1501103,15,3,Puerto Pinasco,2,Rural,9302,ZONA RIO VERDE,11244,ESCUELA BÁSICA N° 5932 ADVENTISTA REACH,Privado,,6,5,6,1,7,5,4,11,2,6,6,6,12,17,7,10,6,9,56,70
Presidente Hayes,2020,1503017,15,3,Puerto Pinasco,1,Urbana,9293,ZONA URBANA,9900,ESCUELA BÁSICA N° 2482,Oficial,,2,4,6,8,3,7,5,4,4,3,4,2,3,0,1,2,2,4,30,34
Presidente Hayes,2020,1503013,15,3,Puerto Pinasco,1,Urbana,9293,ZONA URBANA,9896,ESCUELA BÁSICA N° 5823 VAKAZANKOK,Oficial,,9,6,8,4,13,12,12,10,2,0,3,4,2,7,0,0,0,3,49,46
Presidente Hayes,2020,1503020,15,3,Puerto Pinasco,1,Urbana,9293,ZONA URBANA,9903,ESCUELA BÁSICA N° 5957 CAROA GUASU,Oficial,,2,3,2,1,1,3,0,3,3,1,1,1,0,0,0,0,0,0,9,12
Presidente Hayes,2020,1501015,15,7,Teniente Irala Fernández,2,Rural,9222,ALEGRIA,9771,ESCUELA BÁSICA N° 5877 ALEGRÍA,Oficial,,2,0,0,1,2,0,0,1,1,0,1,1,0,0,0,0,0,0,6,3
Presidente Hayes,2020,1501114,15,7,Teniente Irala Fernández,2,Rural,9244,BUENA VISTA,10029,ESCUELA BÁSICA N° 4675 BUENA VISTA,Privado,,6,2,5,3,6,0,2,4,6,1,6,3,0,0,0,0,0,0,31,13
Presidente Hayes,2020,1501010,15,7,Teniente Irala Fernández,2,Rural,9249,CAMPO ACEVAL SUB-URBANO,9766,ESCUELA BÁSICA N° 1803 SAN JUAN BAUTISTA DE  LA SALLE,Oficial,,14,17,21,10,16,17,12,16,14,15,11,10,17,9,17,17,11,5,133,116
Presidente Hayes,2020,1501120,15,7,Teniente Irala Fernández,2,Rural,9249,CAMPO ACEVAL SUB-URBANO,13642,ESCUELA BÁSICA N° 7216 CRISTIANA ADONAI,Privado,,3,3,3,5,3,2,3,3,1,5,4,2,7,3,9,3,2,4,35,30
Presidente Hayes,2020,1507001,15,7,Teniente Irala Fernández,2,Rural,9249,CAMPO ACEVAL SUB-URBANO,17021,ESCUELA BÁSICA N° 8030 DEL PILAR,Oficial,,1,0,1,0,2,0,0,1,1,0,1,0,0,0,0,0,0,0,6,1
Presidente Hayes,2020,1556018,15,7,Teniente Irala Fernández,2,Rural,9227,CAMPO LEON,10025,ESCUELA BÁSICA N° 4676  CAMPO LEON,Privado,,2,4,0,6,0,0,9,8,1,8,8,4,0,0,0,0,0,0,20,30
Presidente Hayes,2020,1556002,15,7,Teniente Irala Fernández,2,Rural,9246,CAMPO VIA,9778,ESCUELA BÁSICA N° 630 MARÍA AUXILIADORA,Oficial,,3,2,1,0,2,3,1,2,2,1,4,2,3,0,2,2,0,3,18,15
Presidente Hayes,2020,1501021,15,7,Teniente Irala Fernández,2,Rural,9225,CAMPO VIA SAN ANTONIO,9777,ESCUELA BÁSICA N° 1801 SAN ANTONIO DE PADUA,Oficial,,5,1,5,4,4,4,2,7,6,1,2,3,3,2,5,2,5,1,37,25
Presidente Hayes,2020,1501125,15,7,Teniente Irala Fernández,2,Rural,9261,COLONIA FALCON,11513,ESCUELA BÁSICA N° 6379 PARAGUAY- JAPÓN,Privado Subvencionado,,1,0,1,3,2,2,2,1,0,0,1,1,0,0,0,0,0,0,7,7
Presidente Hayes,2020,1501118,15,7,Teniente Irala Fernández,2,Rural,9226,COM INDIG ANACONDA,12070,ESCUELA BÁSICA N° 6937 ANACONDA,Oficial,,7,6,3,6,4,5,5,6,4,3,4,2,0,0,0,0,0,0,27,28
Presidente Hayes,2020,1556005,15,7,Teniente Irala Fernández,2,Rural,9216,COM INDIG CAMPO LARGO  -CAMPO BAJO,9786,ESCUELA BÁSICA N° 6772 29 DE SETIEMBRE,Oficial,,6,4,10,4,11,5,4,10,3,7,2,6,5,6,12,3,6,3,59,48
Presidente Hayes,2020,1556014,15,7,Teniente Irala Fernández,2,Rural,9239,COM INDIG CASANILLO,9810,ESCUELA BÁSICA N° 5824 SAN JUAN,Oficial,,10,9,13,20,9,8,12,5,3,5,7,3,0,0,0,0,0,0,54,50
Presidente Hayes,2020,1556013,15,7,Teniente Irala Fernández,2,Rural,9231,COM INDIG CASANILLO-CAMPO AROMA,9807,ESCUELA BÁSICA N° 6299 SAN JORGE,Privado Subvencionado,,4,3,6,4,2,2,4,3,5,5,3,5,0,0,0,0,0,0,24,22
Presidente Hayes,2020,1501053,15,7,Teniente Irala Fernández,2,Rural,9242,COM INDIG CASANILLO-CAPIATA,9809,ESCUELA BÁSICA N° 6302 ALEGRÍA,Privado Subvencionado,,1,0,0,1,2,3,3,0,0,1,2,0,0,0,0,0,0,0,8,5
Presidente Hayes,2020,1656021,15,7,Teniente Irala Fernández,2,Rural,9237,COM INDIG CASANILLO-SAN RAFAEL,8346,ESCUELA BÁSICA N° 6301 SAN RAFAEL,Privado Subvencionado,,3,3,4,4,5,6,6,4,4,3,3,4,8,10,8,2,1,3,42,39
Presidente Hayes,2020,1501024,15,7,Teniente Irala Fernández,2,Rural,9243,COM INDIG DIEZ LEGUAS,9780,ESCUELA BÁSICA N° 6939 1° DE MARZO,Oficial,,8,4,3,1,2,5,5,7,1,3,1,0,0,0,0,0,0,0,20,20
Presidente Hayes,2020,1501060,15,7,Teniente Irala Fernández,2,Rural,9224,COM INDIG DIEZ LEGUAS- 12 DE JUNIO,9816,ESCUELA BÁSICA N° 6773 12 DE JUNIO,Oficial,,2,3,4,3,3,4,9,0,7,6,7,4,2,4,9,6,3,5,46,35
Presidente Hayes,2020,1703300,15,7,Teniente Irala Fernández,2,Rural,51883,COM INDIG DIEZ LEGUAS-KARANTILLA,27750,ESCUELA BÁSICA N° 8191 13 DE MARZO,Oficial,,3,2,2,1,3,1,6,6,4,2,0,0,0,0,0,0,0,0,18,12
Presidente Hayes,2020,1504120,15,7,Teniente Irala Fernández,2,Rural,9232,COM INDIG DIEZ LEGUAS-MARTILLO,16545,ESCUELA BÁSICA N° 7773 3 DE FEBRERO,Oficial,,3,4,0,2,0,2,0,3,1,1,2,6,0,0,0,0,0,0,6,18
Presidente Hayes,2020,1501081,15,7,Teniente Irala Fernández,2,Rural,9238,COM INDIG DIEZ LEGUAS-PALO BLANCO,9839,ESCUELA BÁSICA N° 6774 18 DE DICIEMBRE,Oficial,,4,0,2,1,4,3,6,2,1,3,5,2,2,6,3,4,0,0,27,21
Presidente Hayes,2020,1703560,15,7,Teniente Irala Fernández,2,Rural,51910,COM INDIG DIEZ LEGUAS-VISTA ALEGRE,999970,ESCUELA BÁSICA N°8241 6 DE NOVIEMBRE,Oficial,,2,1,1,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,6,5
Presidente Hayes,2020,1501085,15,7,Teniente Irala Fernández,2,Rural,9245,COM INDIG EL ESTRIBO-20 DE ENERO,9843,ESCUELA BÁSICA N° 15440 KARANDA,Oficial,,1,4,1,7,6,4,5,3,3,8,7,8,2,5,1,1,0,0,26,40
Presidente Hayes,2020,1501115,15,7,Teniente Irala Fernández,2,Rural,9262,COM INDIG EL ESTRIBO-ALEGRE,11508,ESCUELA BÁSICA N° 7029 HILARIO KENNEDY,Oficial,,0,0,0,0,4,3,0,0,1,1,3,3,0,0,0,0,0,0,8,7
Presidente Hayes,2020,1501066,15,7,Teniente Irala Fernández,2,Rural,9229,COM INDIG EL ESTRIBO-DOS PALMAS,9822,ESCUELA BÁSICA N° 5830 DOS PALMAS,Oficial,,5,7,4,2,1,6,5,1,2,3,3,3,7,4,0,0,0,0,27,26
Presidente Hayes,2020,1556015,15,7,Teniente Irala Fernández,2,Rural,9248,COM INDIG EL ESTRIBO-LA MADRINA,9848,ESCUELA BÁSICA N° 7026 SANTA ISABEL,Oficial,,4,1,3,0,1,1,2,2,0,3,2,1,0,0,0,0,0,0,12,8
Presidente Hayes,2020,1501067,15,7,Teniente Irala Fernández,2,Rural,9215,COM INDIG EL ESTRIBO-PARATODO´I,9823,ESCUELA BÁSICA N° 5829,Oficial,,2,3,3,2,4,4,5,4,2,3,4,4,0,0,0,0,0,0,20,20
